protein_id	arcog	category	COG.x	V4	V2	V3	Strand	Length	Gene	Synonym	Code	COG.y	Product	new	start	end	name	refseq_id	uniparc_id
18977310	arCOG01698	0	E	Homoaconitate hydratase/3-isopropylmalate dehydratase large subunit family protein	NP_578667.1	AAL81062	+	424	-	PF0938	-	-	3-isopropylmalate dehydratase large subunit	PFDSM3638_04700	884850	886124	3-isopropylmalate dehydratase large subunit		
18978051	arCOG01698	0	E	Homoaconitate hydratase/3-isopropylmalate dehydratase large subunit family protein	NP_579408.1	AFN04961	+	380	-	PF1679	-	-	putative 3-isopropylmalate dehydratase large subunit	PFDSM3638_08510	1545189	1546331	3-isopropylmalate dehydratase		
18976871	arCOG01700	0	E	Arginase family enzyme	NP_578228.1	AFN03294	-	237	-	PF0499	-	-	arginase 1 -like protein	PFDSM3638_02490	501398	502111	arginase	A0A5C0XNG4	UPI0000066C95
18978329	arCOG01700	0	E	Arginase family enzyme	NP_579686.1	AAL82081	+	321	-	PF1957	-	-	agmatinase	PFDSM3638_09855	1774526	1775386	agmatinase	A0A5C0XRZ7	UPI00026B5472
18976638	arCOG01701	0	J	tRNA splicing endonuclease	NP_577995.1	AFN03053	-	170	-	PF0266	-	-	putative tRNA-intron endonuclease	PFDSM3638_01265	259834	260346	tRNA-intron lyase	A0A5C0XLW9	UPI0000066BD7
18977237	arCOG01703	0	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	NP_578594.1	AFN03656	-	177	-	PF0865	-	-	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	PFDSM3638_04335	822009	822542	aromatic acid decarboxylase	A0A5C0XNY5	UPI0000066DE4
18977812	arCOG01704	0	H	Phosphopantothenoylcysteine synthetase/decarboxylase	NP_579169.1	AFN04221	+	402	-	PF1440	-	-	dna/pantothenate metabolism flavoprotein	PFDSM3638_07210	1332522	1333730	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	A0A5C0XQP9	UPI000006642D
18978318	arCOG01710	0	I	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)	NP_579675.1	AFN04695	+	144	-	PF1946	-	-	methylmalonyl-CoAmutase, subunit alpha	PFDSM3638_09800	1766156	1766590	methylmalonyl-CoA mutase	A0A5C0XRZ9	UPI000006712C
18976629	arCOG01711	0	C	Inorganic pyrophosphatase	NP_577986.1	AFN03044	-	178	-	PF0257	-	-	inorganic pyrophosphatase (pyrophosphate phospho-hydrolase)	PFDSM3638_01220	247920	248456	inorganic pyrophosphatase	A0A5C0XME2	UPI000012D84E
18977657	arCOG01715	0	O	Cysteine desulfurase activator SufB	NP_579014.1	AFN04069	-	363	-	PF1285	-	-	hypothetical protein	PFDSM3638_06410	1195072	1196163	Fe-S cluster assembly protein SufD	A0A5C0XNX1	UPI0000066448
18977658	arCOG01715	0	O	Cysteine desulfurase activator SufB	NP_579015.1	AFN04070	-	475	-	PF1286	-	-	hypothetical protein	PFDSM3638_06415	1196163	1197590	Fe-S cluster assembly protein SufB	A0A5C0XPR0	UPI0000066429
18977834	arCOG01719	0	J	Archaeal Glu-tRNAGln amidotransferase subunit E (contains GAD domain)	NP_579191.1	AFN04246	+	628	-	PF1462	-	-	pet112-like protein	PFDSM3638_07325	1352460	1354346	Glu-tRNA(Gln) amidotransferase GatDE subunit E	A0A5C0XQR9	UPI000012B1A7
18978022	arCOG01722	0	J	Ribosomal protein S13	NP_579379.1	AFN04990	-	148	-	PF1650	-	-	SSU ribosomal protein S13P	PFDSM3638_08345	1519914	1520360	30S ribosomal protein S13	A0A5C0XRA2	UPI000006705E
18977235	arCOG01723	0	F	Adenylate cyclase, class 2 (thermophilic)	NP_578592.1	AFN03654	-	171	-	PF0863	-	-	hypothetical protein	PFDSM3638_04325	820995	821510	CYTH domain-containing protein	A0A5C0XNL1	UPI0000066DE2
33359577	arCOG01723	0	F	Adenylate cyclase, class 2 (thermophilic)	NP_579588.2	WP_011012999	-	191	-	PF1859	-	-	hypothetical protein	PFDSM3638_09350	1682638	1683189	adenylate cyclase	A0A5C0XRH3	UPI00000670E7
18977573	arCOG01724	0	S	Uncharacterized protein	NP_578930.1	AFN03991	-	164	-	PF1201	-	-	hypothetical protein	PFDSM3638_06015	1126200	1126694	DUF2118 domain-containing protein	A0A5C0XPE5	UPI0000066F01
18977474	arCOG01726	0	H	Geranylgeranyl pyrophosphate synthase	NP_578831.1	AGX56641	+	340	-	PF1102	-	-	bifunctional short chain isoprenyl diphosphate synthase	PFDSM3638_05520	1031840	1032862	polyprenyl synthetase family protein	A0A5C0XR70	UPI0000066EA6
18978010	arCOG01728	0	R	Predicted class III extradiol dioxygenase, MEMO1 family	NP_579367.1	AFN05002	-	292	-	PF1638	-	-	hypothetical protein	PFDSM3638_08275	1512535	1513413	hypothetical protein	A0A5C0XWU0	UPI000013AF78
33359492	arCOG01729	0	Q	Aromatic ring-opening dioxygenase, LigB subunit	NP_578341.2	WP_011011732	-	267	-	PF0612	-	-	hypothetical protein	PFDSM3638_03070	615292	616083	extradiol dioxygenase	A0A5C0XN45	UPI0000066CF7
18977080	arCOG01731	0	V	Na+-driven multidrug efflux pump	NP_578437.1	AFN03500	-	461	-	PF0708	-	-	hypothetical protein	PFDSM3638_03520	693561	694946	MATE family efflux transporter		
18977195	arCOG01731	0	V	Na+-driven multidrug efflux pump	NP_578552.1	AAL80947	+	471	-	PF0823	-	-	hypothetical protein	PFDSM3638_04100	782979	784394	MATE family efflux transporter		
18977196	arCOG01731	0	V	Na+-driven multidrug efflux pump	NP_578553.1	AAL80948	+	490	-	PF0824	-	-	hypothetical protein	PFDSM3638_04105	784405	785844	MATE family efflux transporter		
18978222	arCOG01731	0	V	Na+-driven multidrug efflux pump	NP_579579.1	AFN04791	+	455	-	PF1850	-	-	hypothetical damage-inducible dinF protein	PFDSM3638_09305	1673187	1674554	MATE family efflux transporter		
18977527	arCOG01734	0	S	ASCH domain, predicted RNA-binding domain	NP_578884.1	AFN03947	+	175	-	PF1155	-	-	hypothetical protein	PFDSM3638_05790	1087384	1087911	ASCH domain-containing protein	A0A5C0XPT8	UPI0000066ED5
18976399	arCOG01736	0	J	2'-5' RNA ligase	NP_577756.1	AFN04547	-	184	-	PF0027	-	-	putative integral membrane transport protein	PFDSM3638_00055	18310	18864	RNA 2',3'-cyclic phosphodiesterase	A0A5C0XM93	UPI0000066B1D
18976685	arCOG01739	2	U	Signal peptidase I	NP_578042.1	AAL80437	-	85	-	PF0313	-	-	signal sequence peptidase I						
33359468	arCOG01740	0	U	Signal peptidase I	NP_578055.2	WP_011011441	+	334	-	PF0326	-	-	hypothetical protein	PFDSM3638_01585	323047	324042	signal peptidase I		
18977751	arCOG01741	0	J	Release factor eRF1	NP_579108.1	AFN04160	+	356	-	PF1379	-	-	cell division protein pelota	PFDSM3638_06900	1276745	1277815	mRNA surveillance protein pelota	A0A5C0XPU1	UPI0000066F8C
18977965	arCOG01742	0	J	Peptide chain release factor eRF1	NP_579322.1	AAL81717	-	420	-	PF1593	-	-	peptide chain release factor eRF, subunit 1	PFDSM3638_08040	1470681	1471934	peptide chain release factor 1	A0A5C0XPP3	UPI00026B53A8
18977039	arCOG01747	0	F	Adenylosuccinate lyase	NP_578396.1	AFN03460	-	450	-	PF0667	-	-	adenylosuccinate lyase	PFDSM3638_03335	658870	660222	adenylosuccinate lyase	A0A5C0XN77	UPI0000066D29
18976580	arCOG01748	0	E	Argininosuccinate lyase	NP_577937.1	AFN02996	+	459	-	PF0208	-	-	argininosuccinate lyase	PFDSM3638_00985	207845	209224	argininosuccinate lyase	A0A5C0XQ43	UPI0000066BAC
18977739	arCOG01751	0	J	Ribosomal protein L7AE	NP_579096.1	AAL81491	+	124	-	PF1367	-	-	LSU ribosomal protein L7AE	PFDSM3638_06820	1268501	1268872	50S ribosomal protein L7ae	A0A5C0XR33	UPI000058E442
18977933	arCOG01752	0	J	Ribosomal protein L30E	NP_579290.1	AFN04343	-	99	-	PF1561	-	-	LSU ribosomal protein L30E	PFDSM3638_07865	1438732	1439031	50S ribosomal protein L30e	A0A5C0XTJ2	UPI0000134079
18978253	arCOG01753	0	K	Archaeal DNA-binding protein Alba	NP_579610.1	AFN04759	-	93	-	PF1881	-	-	hypothetical protein	PFDSM3638_09460	1699826	1700107	DNA-binding protein Alba	A0A5C0XRS1	UPI00000670F4
18977766	arCOG01754	0	H	Phosphoglycerate dehydrogenase or related dehydrogenase	NP_579123.1	AFN04175	-	306	-	PF1394	-	-	phosphoglycerate dehydrogenase	PFDSM3638_06980	1291521	1292441	3-phosphoglycerate dehydrogenase	A0A5C0XS56	UPI0000066F98
18976691	arCOG01755	0	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	NP_578048.1	AFN03108	-	336	-	PF0319	-	-	putative phosphoglycerate dehydrogenase	PFDSM3638_01540	317162	318172	D-glycerate dehydrogenase	A0A5C0XNL7	UPI0000066BFF
18976742	arCOG01755	0	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	NP_578099.1	AFN03156	-	333	-	PF0370	-	-	phosphoglycerate dehydrogenase	PFDSM3638_01805	358390	359391	hydroxyacid dehydrogenase	A0A5C0XQH7	UPI0000066C2E
18977748	arCOG01758	0	J	Ribosomal protein S10	NP_579105.1	AFN04157	+	102	-	PF1376	-	-	SSU ribosomal protein S10P	PFDSM3638_06880	1274803	1275111	30S ribosomal protein S10	A0A5C0XW32	UPI0000134BBF
18977932	arCOG01760	0	K	Transcription elongation factor	NP_579289.1	AFN04342	-	145	-	PF1560	-	-	transcription termination-antitermination factor nusa	PFDSM3638_07860	1438286	1438723	NusA-like transcription termination signal-binding factor	A0A5C0XQ82	UPI000006701E
18977586	arCOG01761	0	K	Transcription elongation factor	NP_578943.1	AFN04003	-	165	-	PF1214	-	-	hypothetical protein	PFDSM3638_06075	1138994	1139491	transcription elongation factor NusA	A0A5C0XSN7	UPI0000066F0C
18977936	arCOG01762	0	K	DNA-directed RNA polymerase subunit B	NP_579293.1	AFN04346	-	1117	-	PF1564	-	-	DNA-directed RNA polymerase subunit b	PFDSM3638_07880	1442975	1446328	DNA-directed RNA polymerase subunit B	A0A5C0XQS2	UPI0000067020
18977667	arCOG01764	0	K	TATA-box binding protein (TBP), component of TFIID and TFIIB	NP_579024.1	AFN04079	+	191	-	PF1295	-	-	transcription initiation factor TFIID (TATA-box factor) chain a (TATA sequence-binding protein) (tbp)	PFDSM3638_06460	1205330	1205905	TATA-box-binding protein	A0A5C0XNX8	UPI0000112922
18976785	arCOG01766	0	S	Uncharacterized protein	NP_578142.1	AAL80537	-	208	-	PF0413	-	-	hypothetical protein	PFDSM3638_02030	402792	403415	DUF432 domain-containing protein		
18977344	arCOG01767	0	I	3-hydroxy-3-methylglutaryl CoA synthase	NP_578701.1	AFN03767	+	350	-	PF0972	-	-	acyl carrier protein synthase	PFDSM3638_04885	913527	914579	hydroxymethylglutaryl-CoA synthase	A0A5C0XQT9	UPI0000139EA0
18977600	arCOG01768	0	E	Membrane associated serine protease	NP_578957.1	AFN04015	+	193	-	PF1228	-	-	hypothetical protein	PFDSM3638_06130	1145739	1146320	rhomboid family intramembrane serine protease		
18977831	arCOG01772	0	G	L-fucose isomerase or related protein	NP_579188.1	AFN04242	+	483	-	PF1459	-	-	hypothetical protein	PFDSM3638_07305	1347581	1349032	fucose isomerase	A0A5C0XS63	UPI0000066FD0
18978117	arCOG01772	0	G	L-fucose isomerase or related protein	NP_579474.1	AAL81869	+	500	-	PF1745	-	-	hypothetical protein						
18977547	arCOG01773	0	Q	SAM-dependent methyltransferase	NP_578904.1	AFN03966	+	210	-	PF1175	-	-	hypothetical protein	PFDSM3638_05890	1105814	1106446	class I SAM-dependent methyltransferase		
18976509	arCOG01790	0	Q	SAM-dependent methyltransferase	NP_577866.1	AFN04439	-	228	-	PF0137	-	-	putative methyltransferase	PFDSM3638_00625	130811	131497	class I SAM-dependent methyltransferase	A0A5C0XM60	UPI0000066B78
18978084	arCOG01806	0	R	ACT domain containing protein	NP_579441.1	AFN04928	+	226	-	PF1712	-	-	hypothetical protein	PFDSM3638_08675	1573232	1573912	ACT domain-containing protein	A0A5C0XRE6	UPI0000067086
18976702	arCOG01809	0	N	Archaellum assembly protein J, TadC family	NP_578059.1	AFN03119	-	568	-	PF0330	-	-	flagella accessory protein	PFDSM3638_01605	327250	328956	flagellar assembly protein FlaJ		
18977364	arCOG01811	0	N	Pilus assembly protein TadC	NP_578721.1	AFN03787	-	309	-	PF0992	-	-	hypothetical protein	PFDSM3638_04990	929537	930466	type II secretion protein F		
18977365	arCOG01812	0	N	Pilus assembly protein TadC	NP_578722.1	AFN03788	-	355	-	PF0993	-	-	hypothetical protein	PFDSM3638_04995	930477	931544	type II secretion protein F		
18976703	arCOG01817	0	N	ATPase involved in archaellum/pili biosynthesis	NP_578060.1	AFN03120	-	537	-	PF0331	-	-	putative type II secretion system protein	PFDSM3638_01610	328968	330581	hypothetical protein		
18977366	arCOG01819	1	N	Pilus assembly protein, ATPase of CpaF family	NP_578723.1	AAL81118	-	1150	-	PF0994	-	-	type II secretion system protein	PFDSM3638_05000	931557	934982	secretion system protein	A0A5C0XSV0	UPI00026B53DA
18977366	arCOG01819	3	N	Pilus assembly protein, ATPase of CpaF family	NP_578723.1	AAL81118	-	1150	-	PF0994	-	-	type II secretion system protein	PFDSM3638_05000	931557	934982	secretion system protein	A0A5C0XSV0	UPI00026B53DA
18976705	arCOG01822	0	N	Archaellum protein G, archaellin of FlaG/FlaF family	NP_578062.1	AFN03122	-	160	-	PF0333	-	-	putative flagella-related protein g	PFDSM3638_01620	331327	331809	flagellar protein G	A0A5C0XMX1	UPI0000066C0D
18976706	arCOG01824	0	N	Archaellum protein F, archaellin of FlaG/FlaF family	NP_578063.1	AAL80458	-	185	-	PF0334	-	-	putative flagella-related protein	PFDSM3638_01625	331809	332327	flagella		
18976709	arCOG01829	0	N	Archaeal flagellins	NP_578066.1	AFN03126	-	264	-	PF0337	-	-	flagellin b2 precursor	PFDSM3638_01640	334044	334838	flagellin	A0A5C0XMC9	UPI0000066C11
18976710	arCOG01829	0	N	Archaeal flagellins	NP_578067.1	AAL80462	-	197	-	PF0338	-	-	flagellin b2 precursor	PFDSM3638_01645	334848	335492	flagellin		
18978255	arCOG01832	0	O	Molecular chaperone (HSP20 family)	NP_579612.1	AFN04757	-	167	-	PF1883	-	-	small heat shock protein	PFDSM3638_09470	1702772	1703275	Hsp20/alpha crystallin family protein	A0A5C0XRT8	UPI0000066422
18976660	arCOG01845	0	R	Metal-sulfur cluster biosynthetic enzyme	NP_578017.1	AAL80412	-	211	-	PF0288	-	-	hypothetical protein	PFDSM3638_01375	284815	285336	DUF59 domain-containing protein	A0A5C0XNJ1	UPI00026B5398
18977140	arCOG01848	0	R	Acetyltransferase (isoleucine patch superfamily)	NP_578497.1	AFN03552	-	204	-	PF0768	-	-	acetyl / acyl transferase related protein	PFDSM3638_03815	743078	743694	N-acetyltransferase		
18977168	arCOG01848	0	R	Acetyltransferase (isoleucine patch superfamily)	NP_578525.1	AKW63820	-	166	-	PF0796	-	-	galactoside o-acetyltransferase	PFDSM3638_03965	764559	765059	galactoside O-acetyltransferase		
18977972	arCOG01849	0	R	Isoleucine patch superfamily protein	NP_579329.1	AFN04382	-	173	-	PF1600	-	-	ferripyochelin binding protein	PFDSM3638_08075	1475848	1476369	gamma carbonic anhydrase family protein	A0A5C0XQB4	UPI000006703A
18976833	arCOG01857	0	R	SpoU rRNA Methylase family enzyme	NP_578190.1	AFN03255	+	193	-	PF0461	-	-	hypothetical protein	PFDSM3638_02290	458545	459126	tRNA (cytidine(56)-2'-O)-methyltransferase	A0A5C0XQR2	UPI0000139846
18976596	arCOG01860	0	R	Predicted HD superfamily hydrolase	NP_577953.1	AFN03013	-	204	-	PF0224	-	-	hypothetical protein	PFDSM3638_01070	222985	223599	HD domain-containing protein	A0A5C0XMP8	UPI0000066BB8
18976884	arCOG01863	0	K	Ribosome-binding protein aMBF1, translation factor, contains Zn-ribbon and HTH domains	NP_578241.1	AFN03307	+	174	-	PF0512	-	-	hypothetical protein	PFDSM3638_02555	514204	514728	transcriptional regulator	A0A5C0XQV9	UPI0000066CA1
18977566	arCOG01868	0	P	Fe2+/Zn2+ uptake regulation protein, fur/PerR	NP_578923.1	AFN03984	+	127	-	PF1194	-	-	furr family transcriptional regulator	PFDSM3638_05980	1121500	1121883	transcriptional repressor		
18976666	arCOG01869	0	I	Phosphatidylglycerophosphatase A fused to adenosylcobinamide amidohydrolase, CbiZ	NP_578023.1	AFN03081	-	141	-	PF0294	-	-	low temperature requirement C  - like protein	PFDSM3638_01405	293003	293428	alpha-ribazole phosphatase CobZ		
18977205	arCOG01869	2	I	Phosphatidylglycerophosphatase A fused to adenosylcobinamide amidohydrolase, CbiZ	NP_578562.1	AFN03621	+	85	-	PF0833	-	-	low temperature requirement C - like protein	PFDSM3638_04145	792653	792910	hypothetical protein		
18976677	arCOG01870	0	H	Adenosylcobinamide amidohydrolase	NP_578034.1	AFN03094	-	193	-	PF0305	-	-	hypothetical protein	PFDSM3638_01465	304425	305006	adenosylcobinamide amidohydrolase	A0A5C0XMT9	UPI0000066BF4
18976672	arCOG01871	0	H	GTP:adenosylcobinamide-phosphate guanylyltransferase	NP_578029.1	AFN03089	+	183	-	PF0300	-	-	hypothetical protein	PFDSM3638_01440	299146	299697	GTP--adenosylcobinamide-phosphate guanylyltransferase	A0A5C0XPC5	UPI0000066BF1
18977212	arCOG01871	2	H	GTP:adenosylcobinamide-phosphate guanylyltransferase	NP_578569.1	AFN03628	+	77	-	PF0840	-	-	hypothetical nucleotidyltransferase	PFDSM3638_04175	796316	796549	nucleotidyltransferase		
18977213	arCOG01871	2	H	GTP:adenosylcobinamide-phosphate guanylyltransferase	NP_578570.1	AFN03629	+	75	-	PF0841	-	-	hypothetical protein	PFDSM3638_04180	796555	796782	hypothetical protein		
18976990	arCOG01872	0	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	NP_578347.1	AFN03411	-	196	-	PF0618	-	-	molybdopterin-guanine dinucleotide biosynthesis protein	PFDSM3638_03100	619553	620143	molybdenum cofactor guanylyltransferase	A0A5C0XN34	UPI0000066CFC
33359590	arCOG01872	0	H	Molybdopterin-guanine dinucleotide biosynthesis protein A	NP_579770.2	WP_011013185	-	198	-	PF2041	-	-	hypothetical protein	PFDSM3638_10290	1849635	1850225	molybdenum cofactor guanylyltransferase	A0A5C0XSI4	UPI0000067176
33359476	arCOG01875	0	K	ParB-like NTPase domain	NP_578109.2	WP_011011494	+	245	-	PF0380	-	-	hypothetical protein	PFDSM3638_01755	351235	351963	chromosome partitioning protein ParB	A0A5C0XQG6	UPI0000066C34
18977641	arCOG01876	0	E	Methionine synthase II (cobalamin-independent)	NP_578998.1	AFN04053	+	338	-	PF1269	-	-	methionine synthase, vitamin-B12 independent isozyme)	PFDSM3638_06325	1185066	1186082	methionine synthase	A0A5C0XQE1	UPI000012EF7E
18977640	arCOG01877	0	E	Methionine synthase II (cobalamin-independent)	NP_578997.1	AFN04052	+	309	-	PF1268	-	-	hypothetical protein	PFDSM3638_06320	1184135	1185064	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	A0A5C0XVT0	UPI0000066F3B
18976506	arCOG01879	0	I	Dolichol kinase family protein	NP_577863.1	AFN04442	-	202	-	PF0134	-	-	hypothetical protein	PFDSM3638_00610	127638	128246	hypothetical protein		
18977532	arCOG01880	0	I	Dolichol kinase	NP_578889.1	AFN03952	-	202	-	PF1160	-	-	hypothetical protein	PFDSM3638_05815	1092407	1093015	phosphatidate cytidylyltransferase		
18976912	arCOG01883	0	F	Thymidylate synthase	NP_578269.1	AFN03336	+	244	-	PF0540	-	-	hypothetical protein	PFDSM3638_02705	541715	542449	thymidylate synthase (FAD)	A0A5C0XNP6	UPI0000136F3F
18977863	arCOG01885	0	J	Ribosomal protein S17E	NP_579220.1	AFN04274	+	67	-	PF1491	-	-	SSU ribosomal protein S17E	PFDSM3638_07490	1375284	1375487	30S ribosomal protein S17e	A0A5C0XS99	UPI0000132F2C
18977234	arCOG01886	0	J	Tyrosyl-tRNA synthetase	NP_578591.1	AFN03653	+	375	-	PF0862	-	-	tyrosyl-tRNA synthetase	PFDSM3638_04320	819896	821023	tyrosine--tRNA ligase	A0A5C0XN32	UPI0000066DE1
18976613	arCOG01887	0	J	Tryptophanyl-tRNA synthetase	NP_577970.1	AFN03027	-	385	-	PF0241	-	-	tryptophanyl-tRNA synthetase	PFDSM3638_01145	235543	236700	tryptophan--tRNA ligase	A0A5C0XM52	UPI000013673A
18978102	arCOG01891	0	F	Thymidylate kinase	NP_579459.1	AFN04912	+	210	-	PF1730	-	-	thymidylate kinase	PFDSM3638_08765	1591088	1591720	thymidylate kinase	A0A5C0XQ10	UPI000012E101
18976630	arCOG01894	0	L	Endonuclease IV	NP_577987.1	AFN03045	-	281	-	PF0258	-	-	putative endonuclease IV	PFDSM3638_01225	248526	249371	hypothetical protein	A0A5C0XP94	UPI0000038E65
18977377	arCOG01895	0	G	Sugar phosphate isomerase/epimerase	NP_578734.1	AFN03800	+	280	-	PF1005	-	-	hypothetical protein	PFDSM3638_05050	945076	945918	sugar phosphate isomerase/epimerase		
18977755	arCOG01895	0	G	Sugar phosphate isomerase/epimerase	NP_579112.1	AFN04164	+	267	-	PF1383	-	-	hypothetical protein	PFDSM3638_06925	1281448	1282251	sugar phosphate isomerase/epimerase	A0A5C0XQ63	UPI0000066F8D
18977360	arCOG01904	0	H	CTP-dependent Riboflavin kinase	NP_578717.1	AFN03783	+	212	-	PF0988	-	-	hypothetical protein	PFDSM3638_04970	924204	924842	riboflavin kinase	A0A5C0XNY2	UPI0000066E47
18976524	arCOG01907	0	S	Uncharacterized protein, AIM24 family	NP_577881.1	AFN04424	-	219	-	PF0152	-	-	hypothetical protein	PFDSM3638_00700	143245	143904	TIGR00266 family protein	A0A5C0XMI2	UPI0000066B86
18976822	arCOG01909	0	E	Glutamine synthetase	NP_578179.1	AFN03244	-	439	-	PF0450	-	-	glutamine synthetase i	PFDSM3638_02235	448006	449325	glutamine synthetase	A0A5C0XMS2	UPI000012B6F6
18977905	arCOG01910	0	O	Membrane-bound serine protease S46, ClpP class	NP_579262.1	AAL81657	+	447	-	PF1533	-	-	nodulation protein nfeD	PFDSM3638_07720	1414095	1415432	nodulation protein NfeD		
18976612	arCOG01911	0	O	Periplasmic serine protease (ClpP class)	NP_577969.1	AFN03026	+	280	-	PF0240	-	-	hypothetical protein	PFDSM3638_01140	234632	235474	hypothetical protein		
18977202	arCOG01913	0	O	Membrane protein implicated in regulation of membrane protease activity	NP_578559.1	AFN03618	-	128	-	PF0830	-	-	hypothetical protein	PFDSM3638_04135	791035	791421	hypothetical protein		
18977906	arCOG01915	0	O	Membrane protease subunit, stomatin/prohibitin homolog	NP_579263.1	AFN04316	+	269	-	PF1534	-	-	hypothetical stomatin	PFDSM3638_07725	1415432	1416241	hypothetical protein	A0A5C0XSD6	UPI000006700D
18978362	arCOG01920	0	K	Transcription antiterminator NusG	NP_579719.1	AFN04653	+	152	-	PF1990	-	-	transcription antitermination protein nusG	PFDSM3638_10025	1807472	1807930	transcription elongation factor Spt5	A0A5C0XR87	UPI000006714F
18976824	arCOG01921	0	S	Uncharacterized protein, DUF61 family	NP_578181.1	AFN03246	-	136	-	PF0452	-	-	hypothetical protein	PFDSM3638_02245	449765	450175	hypothetical protein		
18976432	arCOG01923	0	J	RNA processing factor Prp31, contains Nop domain	NP_577789.1	AFN04514	-	402	-	PF0060	-	-	NOP5/NOP56 related protein	PFDSM3638_00225	49978	51186	C/D box methylation guide ribonucleoprotein complex aNOP56 subunit	A0A5C0XN18	UPI0000066B39
18977833	arCOG01924	0	E	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	NP_579190.1	AFN04244	+	438	-	PF1461	-	-	l-asparaginase (l-asparagine amidohydrolase) asparaginase	PFDSM3638_07315	1350805	1352121	Glu-tRNA(Gln) amidotransferase GatDE subunit D	A0A5C0XWB4	UPI000012B19A
18978419	arCOG01924	0	E	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	NP_579776.1	AFN04596	+	326	-	PF2047	-	-	l-asparaginase	PFDSM3638_10320	1854469	1855449	asparaginase		
18976414	arCOG01931	0	R	Predicted metal-dependent hydrolase of the TIM-barrel fold	NP_577771.1	AFN04531	-	247	-	PF0042	-	-	metal-dependent hydrolase	PFDSM3638_00135	32140	32883	metal-dependent hydrolase	A0A5C0XM05	UPI0000066B2C
18977810	arCOG01937	0	R	Archaeal serine protease, S18 family	NP_579167.1	AFN04219	-	634	-	PF1438	-	-	hypothetical protein	PFDSM3638_07200	1330152	1332056	CGP-CTERM sorting domain-containing protein		
18977746	arCOG01939	0	H	Lipoate-protein ligase A	NP_579103.1	AAL81498	-	259	-	PF1374	-	-	lipoate-protein ligase a	PFDSM3638_06870	1272457	1273206	lipoate--protein ligase family protein	A0A5C0XRX8	UPI00026B54A7
18976449	arCOG01940	0	H	Biotin-(acetyl-CoA carboxylase) ligase	NP_577806.1	AFN04497	+	235	-	PF0077	-	-	biotin operon repressor/biotin--[acetyl CoA carboxylase] ligase	PFDSM3638_00315	66209	66916	biotin--[acetyl-CoA-carboxylase] ligase	A0A5C0XMK4	UPI0000066440
18978048	arCOG01940	0	H	Biotin-(acetyl-CoA carboxylase) ligase	NP_579405.1	AFN04964	-	245	-	PF1676	-	-	biotin operon repressor/biotin--[acetyl CoA carboxylase] ligase	PFDSM3638_08495	1542540	1543277	biotin--[acetyl-CoA-carboxylase] ligase		
18977477	arCOG01943	0	Q	Amidase related to nicotinamidase	NP_578834.1	AFN03897	+	178	-	PF1105	-	-	pyrazinamidase/nicotinamidase pxnc	PFDSM3638_05535	1034830	1035366	nicotinamidase	A0A5C0XVE1	UPI0000066EA8
18976860	arCOG01946	0	J	Ribosomal protein S6E/S10	NP_578217.1	AFN03282	+	125	-	PF0488	-	-	SSU ribosomal protein S6E	PFDSM3638_02430	487634	488011	30S ribosomal protein S6e	A0A5C0XNM2	UPI0000135092
18977741	arCOG01950	0	J	Ribosomal protein L24E	NP_579098.1	AFN04150	+	66	-	PF1369	-	-	LSU ribosomal protein L24E	PFDSM3638_06830	1269140	1269340	50S ribosomal protein L24		
18976876	arCOG01951	0	R	tRNA(Met) C34 N-acetyltransferase TmcA	NP_578233.1	AFN03299	-	816	-	PF0504	-	-	DNA helicase	PFDSM3638_02515	505240	507690	tRNA(Met) cytidine acetyltransferase	A0A5C0XMX0	UPI0000066C99
18976678	arCOG01952	0	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	NP_578035.1	AFN03095	-	341	-	PF0306	-	-	sua5 superfamily-related protein	PFDSM3638_01470	305008	306033	threonylcarbamoyl-AMP synthase	A0A5C0XM88	UPI0000066BF5
18977587	arCOG01952	2	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	NP_578944.1	AAL81339	-	46	-	PF1215	-	-	hypothetical SUA5 protein						
18977588	arCOG01952	2	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	NP_578945.1	AAL81340	-	49	-	PF1216	-	-	hypothetical protein						
18976640	arCOG01953	0	P	Potassium-efflux system protein KefB	NP_577997.1	AAL80392	+	377	-	PF0268	-	-	Na+/H+ antiporter - like protein	PFDSM3638_01275	260948	262075	cation:proton antiporter		
18976647	arCOG01953	0	P	Potassium-efflux system protein KefB	NP_578004.1	AFN03062	+	379	-	PF0275	-	-	Na+/H+ antiporter	PFDSM3638_01305	268818	269957	cation:proton antiporter		
